id,name,rarity,cardtype,battleExp,price,hasbossimage,basehp,baseatk,basedef,basewis,baseagi,maxhp,maxatk,maxdef,maxwis,maxagi,maxlevel,growtype,skillid1,skillid2,evolution,maxevloution,cantrade,materialexp,peHP,peATK,peDEF,peWIS,peAGI,display
566,Sir Bedwyr of the Garden,4,1,211,16560,0,3390,3120,3380,3760,2910,7910,7280,7900,8780,6790,99,1,145,0,3,4,1,1000,9686,8962,9674,10682,8398,0
567,Warrior Cyclops,3,1,143,8340,0,3200,2150,2620,2040,1900,7200,4840,5900,4590,4270,70,1,61,0,1,4,1,90,7700,5340,6400,5090,4770,0
568,Spellforged Cyclops,4,1,213,17870,0,4800,3230,3940,3060,2840,11200,7530,9180,7140,6640,99,1,61,0,3,4,1,1000,13461,9248,11142,8801,8227,0
569,Jinx-eye Dragon,5,1,215,19740,0,3960,4320,3720,3720,4020,10890,11880,10220,10220,11050,99,1,146,0,1,2,1,1500,11390,12380,10720,10720,11550,0
570,"Wolfert, Grave Keeper",5,1,216,21210,0,3820,6550,3680,3560,3600,10490,18020,10130,9800,9910,99,1,118,0,1,2,1,1500,10990,18520,10630,10300,10410,0
571,Gathgoic the Other,5,1,216,21230,0,4000,4360,4040,4870,3960,10990,11980,11100,13380,10890,99,1,141,0,1,2,1,1500,11490,12480,11600,13880,11390,0
572,Vivian Griffinrider,5,1,217,21650,0,3950,4840,4110,3510,3950,10870,13310,11290,9650,10870,99,1,224,0,1,2,1,1500,11370,13810,11790,10150,11370,0
573,Captain Golfyn,3,1,137,5850,0,1560,1940,1620,1340,1900,3510,4360,3640,3020,4270,70,1,45,0,1,4,1,90,4010,4860,4140,3520,4770,0
574,"Golfyn, Ironmask",4,1,205,12540,0,2340,2910,2430,2010,2850,5470,6780,5660,4690,6640,99,1,45,0,3,4,1,1000,6882,8388,7102,5989,8227,0
575,Catoblepas,3,1,141,7690,0,1980,2080,1950,2810,2160,4460,4680,4390,6320,4860,70,1,105,0,1,4,1,90,4960,5180,4890,6820,5360,0
576,Catoblepas Groundgazer,4,1,211,16470,0,2970,3120,2930,4210,3240,6930,7280,6840,9830,7560,99,1,105,0,3,4,1,1000,8561,8962,8455,11888,9283,0
577,"Morgan, Cavalier",3,1,139,6760,0,1820,2260,1900,1690,1980,4090,5080,4280,3810,4460,70,1,118,0,1,4,0,90,4590,5580,4780,4310,4960,0
578,Morgan the Bold,4,1,208,14480,0,2730,3390,2850,2540,2970,6360,7900,6650,5920,6930,99,1,118,0,3,4,0,1000,7906,9674,8240,7401,8561,0
580,巨人獵手 利威爾,4,1,213,18330,0,3970,3230,3340,3310,4480,9270,7540,7790,7730,10450,99,1,153,0,1,2,1,1000,9770,8040,8290,8230,10950,1
581,"Tepaxtl, Venomous Fang",3,1,141,7580,0,1980,2520,1670,2430,2230,4470,5670,3750,5470,5030,70,1,115,0,1,4,1,90,4970,6170,4250,5970,5530,0
582,"Tepaxtl, Fatal Fang",4,1,211,16260,0,2980,3780,2500,3650,3350,6950,8820,5840,8510,7820,99,1,115,0,3,4,1,1000,8583,10729,7308,10373,9582,0
583,"Donga, Tiger Rider",3,1,150,13520,0,3807,4356,3537,3285,4329,4230,4840,3930,3650,4810,70,1,137,0,1,4,1,90,4730,5340,4430,4150,5310,0
584,Donga the Exterminator,4,1,224,30030,0,5922,6777,5499,5103,6732,6580,7530,6110,5670,7480,99,1,137,0,3,4,1,1000,8158,9248,7619,7115,9191,0
585,"Gregoire, Acrobat",3,1,141,7640,0,2160,2240,1890,2770,1850,4850,5030,4240,6240,4170,70,1,144,0,1,4,1,90,5350,5530,4740,6740,4670,0
586,"Gregoire, Weaponmaster",4,1,211,16350,0,3230,3350,2830,4160,2780,7550,7830,6600,9700,6490,99,1,144,0,3,4,1,1000,9271,9592,8180,11740,8054,0
587,Ogre Corpse,3,1,141,7510,0,2160,2080,2200,2500,1790,4860,4680,4950,5630,4030,70,1,127,0,1,4,1,90,5360,5180,5450,6130,4530,0
588,Ogre Marrowwalk,4,1,210,16090,0,3240,3120,3300,3750,2680,7560,7280,7700,8760,6260,99,1,127,0,3,4,1,1000,9283,8962,9444,10660,7792,0
589,"Randolph, Necromancer",3,1,140,7130,1,1840,2160,1560,2380,2250,4130,4860,3520,5350,5060,70,1,147,0,1,4,1,90,4630,5360,4020,5850,5560,0
590,Randolph the Crazed,4,1,209,15280,0,2750,3240,2350,3560,3380,6430,7560,5470,8310,7880,99,1,147,0,3,4,1,1000,7985,9283,6884,10146,9649,0
591,"Ira, Specter",3,1,143,8370,0,2380,2700,1580,2050,3240,5350,6080,3560,4620,7290,70,1,138,0,1,4,1,90,5850,6580,4060,5120,7790,0
592,"Ira, Hypnotic Specter",4,1,213,17930,0,3560,4050,2380,3080,4860,8320,9450,5540,7180,11340,99,1,138,0,3,4,1,1000,10156,11454,6964,8847,13622,0
593,Apocalyptic Beast,5,1,215,19930,0,3820,4320,4160,3600,4030,10490,11870,11430,9900,11090,99,1,123,0,1,2,1,1500,10990,12370,11930,10400,11590,0
594,Astaroth,3,1,143,8540,1,2250,2600,1840,2850,2660,5060,5850,4140,6420,5980,70,1,155,0,1,4,1,90,5560,6350,4640,6920,6480,0
595,"Astaroth, Duke of Fear",4,1,213,18310,1,3380,3900,2760,4280,3990,7880,9090,6440,9990,9310,99,1,155,0,3,4,1,1000,9649,11041,7997,12071,11291,0
596,Cat Sith's Lesser Mage,3,1,136,5390,0,1360,1680,1390,1800,1470,3060,3790,3130,4040,3310,70,1,69,0,1,4,1,90,3560,4290,3630,4540,3810,0
597,Cat Sith's Greater Mage,4,1,203,11540,0,2040,2520,2090,2690,2200,4760,5890,4870,6280,5140,99,1,69,0,3,4,1,1000,6100,7405,6226,7854,6539,0
598,"Princeps, Angel of Blades",3,1,138,6150,0,1580,1840,1640,1730,2000,3560,4140,3690,3900,4510,70,1,156,0,1,4,1,90,4060,4640,4190,4400,5010,0
599,"Princeps, Angel of Doom",4,1,206,13210,0,2380,2760,2460,2600,3010,5540,6440,5740,6060,7010,99,1,156,0,3,4,1,1000,7000,8038,7231,7601,8697,0
600,Archduke Ose,5,1,215,19720,0,4600,3870,4050,4000,3200,12650,10650,11130,11000,8800,99,1,154,0,1,2,1,1500,13150,11150,11630,11500,9300,0
601,Ushi-oni,2,1,92,2350,0,990,910,1030,870,890,2480,2280,2570,2180,2230,40,2,63,0,1,4,0,45,2980,2780,3070,2680,2730,0
602,"Ushi-oni, Yokai",3,1,137,5910,0,1780,1640,1850,1570,1600,3960,3640,4100,3490,3560,70,2,63,0,3,4,1,90,5136,4770,5296,4597,4678,0
604,"Lia, Gladiator",4,1,213,18220,0,4050,4230,3380,3120,3440,9450,9860,7890,7280,8020,99,1,122,0,1,2,1,1000,9950,10360,8390,7780,8520,0
605,Fomor,3,1,141,7670,0,2420,2730,2200,1820,1780,5450,6140,4950,4090,4000,70,1,138,0,1,4,1,90,5950,6640,5450,4590,4500,0
606,Fomor the Savage,4,1,211,16430,0,3630,4100,3300,2730,2670,8470,9560,7700,6360,6230,99,1,138,0,3,4,1,1000,10329,11577,9444,7906,7755,0
607,Farwal the Insatiable,3,1,143,8530,0,2310,2860,2740,2240,2030,5200,6440,6160,5040,4560,70,1,159,0,1,4,1,90,5700,6940,6660,5540,5060,0
608,Farwal the Glutton,4,1,213,18270,0,3470,4290,4110,3360,3040,8090,10010,9590,7840,7100,99,1,159,0,3,4,1,1000,9891,12096,11612,9604,8754,0
609,Garuda,5,1,215,19930,0,3880,3950,3780,4270,4050,10670,10870,10410,11740,11130,99,1,47,0,1,2,1,1500,11170,11370,10910,12240,11630,0
610,Gorlin the Wanted,3,1,141,7620,0,2200,2290,3190,1200,2000,4950,5150,7180,2700,4500,70,1,167,0,1,4,1,90,5450,5650,7680,3200,5000,0
611,Gorlin Gold Helm,4,1,211,16320,0,3300,3430,4790,1800,3000,7700,8010,11170,4200,7000,99,1,167,0,3,4,1,1000,9444,9800,13427,5426,8640,0
612,Adara the Wanted,3,1,143,8570,0,3000,2240,3310,1990,1700,6750,5040,7450,4480,3830,70,1,166,0,1,4,1,90,7250,5540,7950,4980,4330,0
613,Adara Luck Shot,4,1,213,18370,0,4500,3360,4970,2990,2550,10500,7840,11590,6970,5950,99,1,166,0,3,4,1,1000,12658,9604,13909,8606,7436,0
614,Solsten the Really Wanted,5,1,215,20080,0,3740,3890,4320,4670,3460,10300,10690,11880,12830,9500,99,1,165,0,1,2,1,1500,10800,11190,12380,13330,10000,0
615,Lycaon,3,1,140,7130,1,2020,2080,2040,2030,2020,4540,4680,4590,4580,4540,70,1,10,0,1,4,1,90,5040,5180,5090,5080,5040,0
616,"Lycaon, Wolf King",4,1,209,15270,0,3020,3120,3060,3050,3020,7060,7280,7150,7120,7060,99,1,10,0,3,4,1,1000,8709,8962,8811,8779,8709,0
617,Lamassu,3,1,143,8530,0,2630,2340,2120,2870,2220,5910,5270,4770,6460,5000,70,1,162,0,1,4,1,90,6410,5770,5270,6960,5500,0
618,Lamassu the Merciful,4,1,213,18280,0,3940,3510,3180,4310,3340,9200,8200,7420,10050,7780,99,1,162,0,3,4,1,1000,11164,10017,9122,12141,9535,0
619,Ebon Dragon,5,1,215,20080,0,4740,4190,3600,3850,3700,13030,11530,9910,10600,10180,99,1,157,0,1,2,1,1500,13530,12030,10410,11100,10680,0
620,"Montu, the Weapon Master",3,1,143,8530,1,2400,2390,2270,2270,2860,5400,5380,5100,5100,6440,70,1,170,0,1,4,1,90,5900,5880,5600,5600,6940,0
621,"Montu, God of War",4,1,213,18280,1,3600,3590,3400,3400,4290,8400,8370,7930,7930,10010,99,1,170,0,3,4,1,1000,10247,10213,9708,9708,12096,0
622,Amazon Pugilist,3,1,140,7100,0,2000,2100,1910,1950,2180,4500,4730,4310,4390,4910,70,1,156,0,1,4,1,90,5000,5230,4810,4890,5410,0
623,Amazon Warfist,4,1,209,15220,0,3000,3150,2870,2930,3270,7000,7350,6700,6830,7630,99,1,156,0,3,4,1,1000,8640,9043,8296,8445,9364,0
624,"Moren, Frost Mage",3,5,139,6710,0,1530,2080,1390,3150,1440,3440,4680,3120,7090,3240,70,1,85,71,1,4,1,90,3940,5180,3620,7590,3740,0
625,"Moren, Rime Mage",4,5,208,14390,0,2300,3120,2080,4730,2160,5360,7280,4850,11030,5040,99,1,85,71,3,4,1,1000,6756,8962,6172,13266,6390,0
626,Scorching Marid,5,1,215,20060,0,3780,4840,3890,3370,4180,10400,13310,10690,9270,11480,99,1,169,0,1,2,1,1500,10900,13810,11190,9770,11980,0
628,"Oberon, Faerie King",4,1,213,18300,0,4060,3010,3470,4300,3460,9480,7020,8090,10030,8060,99,1,92,0,1,2,1,1000,9980,7520,8590,10530,8560,0
629,Goblin Cannoneer,2,1,92,2450,0,900,1350,700,860,1080,2260,3380,1750,2160,2700,40,2,151,0,1,4,0,45,2760,3880,2250,2660,3200,0
630,Goblin Bombardier,3,1,138,6170,0,1630,2430,1260,1560,1940,3620,5400,2790,3460,4320,70,2,151,0,3,4,1,90,4745,6783,3798,4562,5546,0
632,Mauthe Doog,4,1,213,18260,0,3300,3300,3370,4540,3750,7700,7690,7870,10600,8750,99,1,94,0,1,2,1,1000,8200,8190,8370,11100,9250,0
635,Hollofernyiges,5,1,216,21250,0,4470,4540,3730,3920,4590,12310,12470,10250,10780,12610,99,1,33,0,1,2,1,1500,12810,12970,10750,11280,13110,0
636,"Brago, Shaman",3,1,139,6770,0,1870,1790,1580,2270,2160,4200,4020,3560,5100,4860,70,1,41,0,1,4,0,90,4700,4520,4060,5600,5360,0
637,"Brago, Umbra Shaman",4,1,208,14500,0,2800,2680,2380,3400,3240,6540,6250,5540,7940,7560,99,1,41,0,3,4,0,1000,8111,7779,6964,9718,9283,0
638,Sir Kay of Bat Armor,3,1,151,13980,0,3645,6156,3402,2718,4050,4050,6840,3780,3020,4500,70,1,139,0,1,4,1,90,4550,7340,4280,3520,5000,0
639,Sir Kay the Golden Bat,4,1,225,31070,0,5670,9576,5292,4230,6300,6300,10640,5880,4700,7000,99,1,139,0,3,4,1,1000,7837,12818,7355,5999,8640,0
640,"Guerson, Spark Mage",3,1,141,7700,0,2020,2090,1960,2690,2240,4540,4700,4410,6060,5050,70,1,113,0,1,4,1,90,5040,5200,4910,6560,5550,0
641,"Guerson, Thunder Mage",4,1,211,16510,0,3030,3130,2940,4040,3370,7070,7310,6850,9420,7850,99,1,113,0,3,4,1,1000,8719,8996,8469,11419,9617,0
642,Moh Shuvuu,3,1,141,7630,0,2010,2190,1940,2800,1960,4530,4930,4370,6300,4410,70,1,89,0,1,4,1,90,5030,5430,4870,6800,4910,0
643,"Moh Shuvuu, the Dread Bride",4,1,211,16360,0,3020,3290,2910,4200,2940,7040,7670,6790,9800,6850,99,1,89,0,3,4,1,1000,8687,9409,8400,11854,8469,0
644,Hogni the Greedy,3,1,141,7700,0,2400,2640,1960,1800,2200,5400,5940,4410,4050,4950,70,1,130,0,1,4,1,90,5900,6440,4910,4550,5450,0
645,Hogni Ruinblade,4,1,211,16500,0,3600,3960,2940,2700,3300,8400,9240,6860,6300,7700,99,1,130,0,3,4,1,1000,10247,11211,8479,7837,9444,0
646,"Tuniq, Northern Colossus",3,1,143,8340,0,2530,3140,2230,2230,1780,5700,7060,5010,5020,4010,70,1,150,0,1,4,1,90,6200,7560,5510,5520,4510,0
647,"Tuniq, Guardian Colossus",4,1,213,17860,0,3800,4700,3340,3350,2670,8870,10970,7790,7810,6240,99,1,150,0,3,4,1,1000,10786,13199,9547,9569,7767,0
648,"Aleine, Druid",2,1,92,2320,0,880,720,1020,1100,910,2200,1800,2550,2750,2290,40,2,26,0,1,4,0,45,2700,2300,3050,3250,2790,0
649,Aleine the Revelator,3,1,137,5850,0,1590,1300,1840,1980,1650,3520,2890,4090,4390,3660,70,2,26,0,3,4,1,90,4631,3909,5282,5628,4792,0
650,Tarasca,3,1,140,6830,0,1900,1840,1990,2270,1760,4280,4130,4480,5100,3950,70,1,175,0,1,4,0,90,4780,4630,4980,5600,4450,0
651,Submissive Tarasca,4,1,208,14620,0,2850,2750,2990,3400,2630,6650,6430,6970,7940,6140,99,1,175,0,3,4,0,1000,8240,7985,8606,9718,7654,0
652,"Batraz, the Immortal Hero",4,1,217,21470,0,4590,4930,4250,3870,3830,10710,11510,9920,9030,8940,99,1,142,0,1,2,1,1000,11210,12010,10420,9530,9440,0
653,Zabbak the Six-Sickles,3,1,140,7130,1,1800,2000,1670,2420,2290,4050,4510,3760,5450,5150,70,1,13,0,1,4,1,90,4550,5010,4260,5950,5650,0
654,Zabbak the Eight-Sickles,4,1,209,15270,0,2700,3010,2500,3630,3430,6300,7010,5840,8470,8010,99,1,13,0,3,4,1,1000,7837,8652,7310,10329,9800,0
655,Mathilda the Black Widow,3,1,143,8500,0,2180,2830,1950,2350,2840,4910,6380,4390,5290,6390,70,1,115,0,1,4,1,90,5410,6880,4890,5790,6890,0
656,Mathilda the Tarantula,4,1,213,18230,0,3270,4250,2920,3530,4260,7640,9920,6820,8240,9950,99,1,115,0,3,4,1,1000,9374,11993,8435,10062,12025,0
657,"Baal, Thunder Lord of Hell",5,1,215,19930,0,3950,4170,3430,3900,4480,10870,11470,9430,10720,12310,99,1,178,0,1,2,1,1500,11370,11970,9930,11220,12810,0
658,Behemoth,3,1,143,8550,1,2300,2750,2460,2290,2410,5180,6190,5540,5150,5420,70,1,186,0,1,4,1,90,5680,6690,6040,5650,5920,0
659,"Behemoth, Thunder Beast",4,1,213,18320,1,3450,4130,3700,3430,3610,8050,9630,8620,8010,8430,99,1,186,0,3,4,1,1000,9847,11659,10499,9800,10281,0
660,"Babo, Elite Mercenary",2,1,92,2430,0,1090,1070,990,750,950,2720,2680,2480,1870,2360,40,2,45,0,1,4,0,45,3220,3180,2980,2370,2860,0
661,Babo the Cruel,3,1,138,6100,0,1960,1930,1780,1340,1700,4360,4280,3960,2990,3780,70,2,45,0,3,4,1,90,5590,5502,5136,4025,4928,0
662,"Dovin, Bounty Huntress",3,1,140,7110,0,1940,2370,2110,1920,1820,4360,5330,4750,4320,4100,70,1,187,0,1,4,1,90,4860,5830,5250,4820,4600,0
663,"Dovin, Bounty Mistress",4,1,209,15240,0,2910,3550,3170,2880,2730,6790,8290,7390,6720,6370,99,1,187,0,3,4,1,1000,8398,10121,9088,8318,7918,0
664,"Ramiel, Angel of the Storm",5,1,215,19920,1,4190,3740,3600,4430,3960,11530,10290,9910,12180,10890,99,1,185,0,1,2,1,1500,12030,10790,10410,12680,11390,0
665,"Attis, Charioteer",3,1,140,6810,0,1900,2030,1850,1850,2100,4280,4570,4160,4160,4730,70,1,122,0,1,4,1,90,4780,5070,4660,4660,5230,0
666,Attis the Amazonite Warrior,4,1,208,14590,0,2850,3050,2770,2770,3150,6650,7110,6470,6470,7350,99,1,122,0,3,4,1,1000,8240,8766,8032,8032,9043,0
667,Banshee,3,1,141,7500,0,2000,2200,1600,2040,2880,4490,4950,3590,4590,6480,70,1,172,0,1,4,1,90,4990,5450,4090,5090,6980,0
668,Wailing Banshee,4,1,210,16070,0,2990,3300,2400,3060,4320,6990,7700,5590,7140,10080,99,1,172,0,3,4,1,1000,8628,9444,7021,8801,12176,0
669,Cath Palug,3,1,147,11350,0,3276,3780,3384,2853,2916,3640,4200,3760,3170,3240,70,2,46,0,1,4,1,90,4140,4700,4260,3670,3740,0
670,Cath Palug the Bristle,4,1,221,26330,0,5319,6138,5499,4635,4743,5910,6820,6110,5150,5270,99,2,46,0,3,4,1,1000,7352,8391,7580,6484,6620,0
671,"Havers, Treesinger",3,1,141,7560,0,1900,1940,2020,2530,2410,4280,4360,4550,5690,5410,70,1,96,0,1,4,1,90,4780,4860,5050,6190,5910,0
672,Havers the Jade,4,1,210,16210,0,2850,2910,3040,3800,3610,6650,6780,7080,8860,8420,99,1,96,0,3,4,1,1000,8304,8454,8800,10859,10350,0
673,Cernunnos,5,1,212,17630,0,3980,3710,3310,3170,3460,10960,10210,9110,8710,9500,99,1,177,0,1,2,1,1500,11460,10710,9610,9210,10000,0
674,Fenrir,5,1,216,21260,0,4070,4560,6140,3480,2970,11190,12550,16880,9580,8170,99,1,154,0,1,2,1,1500,11690,13050,17380,10080,8670,0
675,Void Yaksha,5,1,216,21120,0,4240,4880,3890,3840,4270,11660,13430,10710,10560,11740,99,1,199,0,1,2,1,1500,12160,13930,11210,11060,12240,0
679,"Sayuri, Geisha",3,1,140,6950,0,1880,1980,1800,2000,2270,4220,4460,4050,4500,5100,70,1,206,0,1,4,0,90,4720,4960,4550,5000,5600,0
680,"Sayuri, Sakura Kunoichi",4,1,209,14890,0,2820,2970,2700,3000,3400,6570,6930,6300,7000,7930,99,1,206,0,3,4,0,1000,8145,8561,7837,8640,9708,0
681,怒之鐵拳 鎧巨人,4,1,217,21380,0,5350,4310,5690,3070,2730,12480,10050,13280,7170,6380,99,1,152,0,1,2,0,1000,12980,10550,13780,7670,6880,1
682,Vulcan the Fireclad,3,1,140,7090,0,1720,2020,1820,2860,1710,3870,4540,4090,6440,3860,70,1,117,0,1,4,0,90,4370,5040,4590,6940,4360,0
683,Vulcan the Firewreathed,4,1,209,15200,0,2580,3030,2730,4290,2570,6020,7070,6370,10010,6000,99,1,117,0,3,4,0,1000,7515,8719,7916,12096,7493,0
684,Biast,4,1,211,16950,0,3940,3580,2840,3860,2730,9190,8350,6630,9010,6380,99,1,163,0,1,2,1,1000,9690,8850,7130,9510,6880,0
685,Nightmare Charger,4,1,211,16750,0,3540,3960,2830,2680,3740,8270,9250,6600,6250,8740,99,1,149,0,1,2,1,1000,8770,9750,7100,6750,9240,0
688,Ignis Fatuus,4,1,211,16770,0,3100,3180,3040,3810,3640,7220,7420,7080,8900,8490,99,1,164,0,1,2,1,1000,7720,7920,7580,9400,8990,0
692,Good Dream Egg,4,1,214,18970,0,3720,3860,3140,4370,3880,8680,9010,7320,10190,9050,99,1,160,0,1,2,1,1000,9180,9510,7820,10690,9550,0
693,Ioskeha,4,1,220,25610,0,5020,5210,4240,5900,5240,11720,12160,9880,13760,12220,99,1,160,0,2,2,1,1000,13138,13611,11162,15329,13675,0
694,Bad Dream Egg,4,1,214,19240,0,3360,4130,4090,3200,4460,7840,9630,9550,7460,10400,99,1,161,0,1,2,1,1000,8340,10130,10050,7960,10900,0
695,Tawiscara,4,1,221,25980,0,4540,5580,5520,4320,6020,10580,13000,12890,10070,14040,99,1,161,0,2,2,1,1000,11914,14513,14395,11366,15630,0
696,"Diaochan, Staffmaster",3,1,143,8500,0,2010,2820,2200,2820,2300,4510,6340,4950,6350,5170,70,1,189,0,1,4,1,90,5010,6840,5450,6850,5670,0
697,Diaochan the Bewitching,4,1,213,18210,0,3010,3630,3540,4170,3860,7020,8470,8260,9730,9020,99,1,189,0,3,4,1,1000,8662,10533,10004,11796,10814,0
698,Denki the Raven,5,1,215,19860,0,3690,4270,3930,3670,4300,10150,11740,10800,10100,11820,99,1,190,0,1,2,1,1500,10650,12240,11300,10600,12320,0
702,Chaotic Satyr,3,1,144,8910,0,2380,2590,1920,3360,2480,5360,5830,4320,7560,5580,70,1,194,0,1,4,1,90,5860,6330,4820,8060,6080,0
703,Depraved Satyr,4,1,214,19110,0,3580,3890,2880,5040,3720,8340,9070,6720,11760,8680,99,1,194,0,3,4,1,1000,10178,11016,8318,14104,10569,0
705,"Melanippe, Wolfrider",5,1,215,19890,0,4360,4550,3740,3160,4080,11990,12500,10290,8690,11220,99,1,195,0,1,2,1,1500,12490,13000,10790,9190,11720,0
706,"Ijiraq, the Glacier",4,1,217,21540,0,4410,4610,3050,5690,3780,10290,10760,7110,13270,8820,99,1,168,0,1,2,1,1000,10790,11260,7610,13770,9320,0
710,Phantom Assassin,4,1,216,21180,0,4270,4420,3480,4550,4460,9970,10310,8120,10610,10410,99,1,193,0,1,2,1,1000,10470,10810,8620,11110,10910,0
714,"Hrimthurs, Frost Giant",3,1,143,8500,1,2490,2910,3020,1780,1940,5600,6550,6800,4010,4370,70,1,205,0,1,4,1,90,6100,7050,7300,4510,4870,0
715,Hrimthurs the Blizzard,4,1,213,18220,1,3740,4370,4530,2670,2910,8720,10190,10580,6230,6790,99,1,205,0,3,4,1,1000,10613,12302,12749,7757,8400,0
717,"Amon, Marquis of Blaze",4,1,217,21560,0,4160,5140,3370,4720,4170,9710,11980,7850,11010,9740,99,1,47,0,1,2,1,1000,10210,12480,8350,11510,10240,0
718,"Iapetus, Titan Warrior",3,1,140,7120,0,2140,2180,2340,1660,1850,4810,4900,5270,3740,4160,70,1,34,0,1,4,1,90,5310,5400,5770,4240,4660,0
719,Iapetus the Earthquake,4,1,209,15240,0,3210,3260,3510,2490,2770,7480,7620,8190,5820,6460,99,1,34,0,3,4,1,1000,9191,9352,10007,7285,8022,0
720,"Goviel, Hail Knight",5,1,215,19890,1,3800,3920,3650,4020,4500,10450,10770,10040,11060,12360,99,1,204,0,1,2,1,1500,10950,11270,10540,11560,12860,0
723,Mischievous Impet,3,1,140,6920,0,1820,2230,1460,2380,2000,4100,5020,3280,5350,4490,70,1,148,0,1,4,0,90,4600,5520,3780,5850,4990,0
724,Tom Tit Tot,4,1,209,14820,0,2730,3350,2180,3560,3000,6370,7810,5100,8320,6990,99,1,148,0,3,4,0,1000,7918,9569,6460,10156,8628,0
727,"Jase, Prison Breaker",2,1,92,2350,1,1000,1050,920,890,840,2500,2610,2310,2240,2090,40,2,152,0,1,4,0,45,3000,3110,2810,2740,2590,0
728,"Jase, the Cruelty Axe",3,1,137,5920,0,1800,1880,1660,1610,1510,4000,4180,3700,3580,3350,70,2,152,0,3,4,1,90,5180,5385,4836,4700,4436,0
729,"Jame, Prison Breaker",2,1,92,2360,1,840,1050,880,940,1000,2100,2620,2190,2350,2510,40,2,131,0,1,4,0,45,2600,3120,2690,2850,3010,0
730,"Jame, the Dastardly Spear",3,1,137,5930,0,1510,1880,1580,1690,1810,3360,4180,3500,3760,4020,70,2,131,0,3,4,1,90,4448,5387,4609,4906,5202,0
731,Sphinx,3,1,140,7110,1,1940,2180,1770,1870,2400,4360,4910,3980,4210,5410,70,1,192,0,1,4,1,90,4860,5410,4480,4710,5910,0
732,"Sphinx, Deathwatcher",4,1,209,15250,0,2900,3270,2660,2810,3610,6780,7640,6200,6550,8420,99,1,192,0,3,4,1,1000,8388,9374,7721,8123,10269,0
733,"Oedipus, Wandering Warrior",3,1,143,8510,0,2190,2880,1990,3050,2050,4920,6490,4480,6860,4620,70,1,191,0,1,4,1,90,5420,6990,4980,7360,5120,0
734,"Oedipus, Tragic King",4,1,213,18240,0,3280,4330,2980,4570,3080,7660,10100,6960,10670,7180,99,1,191,0,3,4,1,1000,9396,12198,8596,12853,8847,0
735,Typhon,5,1,215,19920,0,3950,3580,3860,4870,3660,10870,9850,10610,13390,10060,99,1,117,0,1,2,1,1500,11370,10350,11110,13890,10560,0
736,"Gazal, Crystal Archer",3,1,151,14360,0,3465,4374,3060,4680,4932,3850,4860,3400,5200,5480,70,1,171,0,1,4,1,90,4350,5360,3900,5700,5980,0
737,Gazal the Emerald Arrow,4,1,225,31910,0,5391,6804,4761,7281,7668,5990,7560,5290,8090,8520,99,1,171,0,3,4,1,1000,7481,9283,6677,9891,10386,0
738,"Hilde, Crystal Charmer",3,1,143,8500,0,2880,2610,1680,2590,2380,6480,5880,3790,5830,5350,70,1,182,0,1,4,1,90,6980,6380,4290,6330,5850,0
739,Hilde the Sapphire Talons,4,1,213,18220,0,4320,3920,2530,3890,3560,10080,9150,5900,9070,8320,99,1,182,0,3,4,1,1000,12176,11108,7377,11016,10156,0
740,"Badrigo, Crystal Swordsman",3,1,141,7550,0,1600,2620,1760,1680,3120,3600,5900,3960,3780,7020,70,1,181,0,1,4,1,90,4100,6400,4460,4280,7520,0
741,Badrigo the Diamond Sword,4,1,210,16170,0,2400,3930,2640,2520,4680,5600,9170,6160,5880,10920,99,1,181,0,3,4,1,1000,7033,11132,7676,7355,13139,0
742,"Gevi, Crystal Troll Master",5,1,215,19950,0,4200,4160,5010,3650,2930,11550,11440,13770,10030,8050,99,1,180,0,1,2,1,1500,12050,11940,14270,10530,8550,0
743,"Sir Morholt, Venomblade",3,1,140,7170,1,1980,2440,2180,1680,1840,4450,5500,4910,3790,4140,70,1,208,0,1,4,1,90,4950,6000,5410,4290,4640,0
744,"Sir Morholt, Everduelist",4,1,209,15350,0,2970,3670,3270,2520,2760,6920,8550,7640,5890,6450,99,1,208,0,3,4,1,1000,8549,10420,9374,7367,8007,0
745,Iseult the Blonde,3,1,143,8550,0,2360,2020,2160,2970,2640,5300,4530,4850,6680,5940,70,1,144,0,1,4,1,90,5800,5030,5350,7180,6440,0
746,Iseult the Redeemer,4,1,213,18320,0,3540,3020,3230,4450,3960,8250,7050,7550,10390,9250,99,1,144,0,3,4,1,1000,10074,8697,9271,12532,11221,0
747,Tristan the Sorrowful,5,1,216,20800,0,3720,4380,4100,3500,4260,10220,12030,11270,9620,11710,99,1,122,0,1,2,1,1500,10720,12530,11770,10120,12210,0
748,Hippelaphe Windsong,3,1,143,8530,0,2200,2190,2510,2730,2550,4950,4940,5640,6140,5750,70,1,200,0,1,4,1,90,5450,5440,6140,6640,6250,0
749,Hippelaphe Thrallsong,4,1,213,18270,0,3300,3290,3760,4090,3830,7700,7680,8780,9550,8940,99,1,200,0,3,4,1,1000,9444,9421,10682,11567,10868,0
750,"Takshaka, Serpent King",5,1,215,19870,0,3600,3900,4310,3610,4360,9900,10730,11860,9920,11980,99,1,201,0,1,2,1,1500,10400,11230,12360,10420,12480,0
753,"Lucia, Stitcher Witch",3,1,144,8890,0,3210,2580,3120,1800,1990,7220,5810,7020,4050,4480,70,1,16,0,1,4,0,90,7720,6310,7520,4550,4980,0
